node_type,name,description,source,page,relevance_score,domain
Topic,Class,A fundamental code structure in object-oriented programming that encapsulates data and behavior.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.95,CodeStructure
Topic,Module,"A code structure that encapsulates a set of related functions or classes, promoting organization and reusability.",SD princple and guidance slide.pdf,7,0.9,CodeStructure
Topic,Is-Composed-Of Relation,"A design pattern that describes how components are organized within a system, indicating a hierarchical structure.",SD princple and guidance slide.pdf,7,0.8,DesignPattern
Topic,Is-A Relationship,"A relationship in object-oriented design indicating inheritance, where one class is a specialized version of another.",SD princple and guidance slide.pdf,7,0.85,DDDConcept
Topic,Has-A Relationship,"A relationship in object-oriented design indicating composition, where one class contains instances of another class.",SD princple and guidance slide.pdf,7,0.85,DDDConcept
Topic,Separation of Policy and Mechanism,A design principle that advocates for separating the policy (what to do) from the mechanism (how to do it) to enhance flexibility.,SD princple and guidance slide.pdf,7,0.9,DesignPrinciple
Topic,Program Families,"A collection of related modules or subsystems that form a framework, facilitating the organization of related functionalities.",SD princple and guidance slide.pdf,7,0.8,CodeStructure
Topic,Framework,A set of abstract and concrete classes that provide a reusable design structure for software development.,SD princple and guidance slide.pdf,7,0.8,CodeStructure
Topic,Modularity,A system structure composed of independent modules that encapsulate abstractions.,SD princple and guidance slide.pdf,4,0.9,CodeStructure
Topic,High Cohesion,A principle that suggests modules should focus on a single task or responsibility.,SD princple and guidance slide.pdf,4,0.8,DesignPrinciple
Topic,Low Coupling,A principle that emphasizes minimizing dependencies between modules.,SD princple and guidance slide.pdf,4,0.8,DesignPrinciple
Topic,Separation of Concerns,A design principle for separating a computer program into distinct sections.,SD princple and guidance slide.pdf,4,0.9,DesignPrinciple
Topic,Extensibility,The ability of a system to accommodate growth and new features.,SD princple and guidance slide.pdf,4,0.7,QualityAttribute
Topic,Reusability,The capability of a module to be used in different contexts without modification.,SD princple and guidance slide.pdf,4,0.7,QualityAttribute
Topic,Compatibility,The ability of a system to work with other systems or modules.,SD princple and guidance slide.pdf,4,0.6,QualityAttribute
Topic,Portability,The ease with which software can be transferred from one environment to another.,SD princple and guidance slide.pdf,4,0.6,QualityAttribute
Topic,Module Interface,"Defines the services requested and provided by a module, including access control.",SD princple and guidance slide.pdf,4,0.8,CodeStructure
Topic,Information Hiding,A principle that restricts access to certain details of a module to reduce complexity.,SD princple and guidance slide.pdf,4,0.8,DesignPrinciple
Topic,Dependency Inversion Principle,"A principle stating that high-level modules should not depend on low-level modules, but both should depend on abstractions.",SD princple and guidance slide.pdf,11,0.9,DesignPrinciple
Topic,Open/Closed Principle,"Software entities should be open for extension but closed for modification, promoting maintainability.",SD princple and guidance slide.pdf,11,0.9,DesignPrinciple
Topic,Liskov Substitution Principle,Derived classes must be substitutable for their base classes without altering the correctness of the program.,SD princple and guidance slide.pdf,11,0.9,DesignPrinciple
Topic,High-Level Prototyping,A design approach that involves creating a prototype to validate design criteria before full implementation.,SD princple and guidance slide.pdf,11,0.8,DesignPattern
Topic,Abstract Classes,"Classes that cannot be instantiated and are meant to be subclassed, promoting a stable architecture.",SD princple and guidance slide.pdf,11,0.8,CodeStructure
Topic,Component Dependency Structure,A structure where dependencies between released components must form a Directed Acyclic Graph (DAG).,SD princple and guidance slide.pdf,11,0.8,CodeStructure
Topic,Interface Layer,A layer that separates different paradigms to prevent pollution of one side with the other.,SD princple and guidance slide.pdf,11,0.7,CodeStructure
Topic,Consistency Between Representations,Ensuring that the final implementation is consistent with the high-level design.,SD princple and guidance slide.pdf,11,0.7,QualityAttribute
Topic,Functional Fixedness,"A cognitive bias that limits a person's ability to use an object only in the way it is traditionally used, impacting problem-solving in design.",SE_Design_Practice_Theory.pdf,27,0.7,DesignPrinciple
Topic,Convergent Thinking,"A thought process that narrows down multiple ideas into a single solution, important for finalizing design decisions.",SE_Design_Practice_Theory.pdf,27,0.6,DesignPrinciple
Topic,Adapter,A structural design pattern that allows incompatible interfaces to work together.,SE_Design_Practice_Theory.pdf,13,0.9,DesignPattern
Topic,Composite,A structural design pattern that allows you to compose objects into tree structures to represent part-whole hierarchies.,SE_Design_Practice_Theory.pdf,13,0.9,DesignPattern
Topic,Facade,A structural design pattern that provides a simplified interface to a complex subsystem.,SE_Design_Practice_Theory.pdf,13,0.9,DesignPattern
Topic,Iterator,A behavioral design pattern that provides a way to access the elements of an aggregate object sequentially without exposing its underlying representation.,SE_Design_Practice_Theory.pdf,13,0.9,DesignPattern
Topic,Observer,"A behavioral design pattern that defines a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically.",SE_Design_Practice_Theory.pdf,13,0.9,DesignPattern
Topic,Principles of Software Architecture,Fundamental guidelines that inform the design and structure of software architecture.,SE_Design_Practice_Theory.pdf,9,0.9,DesignPrinciple
Topic,Architectural Styles and Patterns,"Various approaches to structuring software systems, influencing how components interact.",SE_Design_Practice_Theory.pdf,9,0.85,ArchPattern
Topic,System Interfaces,Defined points of interaction between different software components or systems.,SE_Design_Practice_Theory.pdf,9,0.8,CodeStructure
Topic,Major Components,Key building blocks of a software system that define its architecture.,SE_Design_Practice_Theory.pdf,9,0.75,CodeStructure
Topic,Singleton,A creational design pattern that restricts the instantiation of a class to one single instance.,SE_Design_Practice_Theory.pdf,25,0.9,DesignPattern
Topic,Factory Method,A creational design pattern that defines an interface for creating an object but allows subclasses to alter the type of objects that will be created.,SE_Design_Practice_Theory.pdf,25,0.9,DesignPattern
Topic,Problem Solving Framework,A structured approach to problem-solving that can be applied during the design process.,SE_Design_Practice_Theory.pdf,25,0.8,CodeStructure
Topic,Initial State,The phase in problem-solving where problems are formulated and interpreted.,SE_Design_Practice_Theory.pdf,25,0.7,CodeStructure
Topic,Operational State,The phase in problem-solving where viable solutions are generated and evaluated.,SE_Design_Practice_Theory.pdf,25,0.7,CodeStructure
Topic,Goal State,The final phase in problem-solving where a solution is found and the process concludes.,SE_Design_Practice_Theory.pdf,25,0.7,CodeStructure
Topic,Module,A self-contained unit of code that encapsulates functionality and can be reused across different parts of a software system.,SE_Design_Practice_Theory.pdf,2,0.9,CodeStructure
Topic,Package,"A namespace that organizes a set of related classes and interfaces, facilitating modular programming.",SE_Design_Practice_Theory.pdf,2,0.85,CodeStructure
Topic,Namespace,"A declarative region that provides a scope to the identifiers (the names of types, functions, variables, etc.) inside it.",SE_Design_Practice_Theory.pdf,2,0.8,CodeStructure
Topic,Component,A modular part of a system that encapsulates a set of related functions and can be independently developed and deployed.,SE_Design_Practice_Theory.pdf,2,0.9,CodeStructure
Topic,Singleton Pattern,A creational design pattern that restricts a class to a single instance and provides a global point of access to it.,SE_Design_Practice_Theory.pdf,2,0.85,DesignPattern
Topic,Factory Pattern,A creational design pattern that provides an interface for creating objects in a superclass but allows subclasses to alter the type of objects that will be created.,SE_Design_Practice_Theory.pdf,2,0.85,DesignPattern
Topic,Modularization,"The degree to which a software system is divided into separate modules, enhancing maintainability and scalability.",SE_Design_Practice_Theory.pdf,32,0.9,QualityAttribute
Topic,Cohesiveness,"The degree to which the elements within a module belong together, contributing to the clarity and maintainability of the code.",SE_Design_Practice_Theory.pdf,32,0.85,QualityAttribute
Topic,Coupling,"The degree of interdependence between software modules, with lower coupling generally leading to better maintainability.",SE_Design_Practice_Theory.pdf,32,0.85,QualityAttribute
Topic,Abstraction,A design principle that involves hiding complex implementation details and exposing only the necessary parts of a system.,SE_Design_Practice_Theory.pdf,32,0.8,DesignPrinciple
Topic,Encapsulation,"A design principle that restricts access to certain components of an object, promoting modularity and reducing complexity.",SE_Design_Practice_Theory.pdf,32,0.8,DesignPrinciple
Topic,Software Component Interface,Well-defined interfaces for software components that facilitate interaction and integration within the system.,SE_Design_Practice_Theory.pdf,32,0.9,CodeStructure
Topic,Software Architecture,The foundational structure of a software system that defines its components and their interactions.,SE_Design_Practice_Theory.pdf,41,0.9,ArchPattern
Topic,Detailed Design,"The phase that refines software architecture into specific design elements, focusing on both structure and behavior.",SE_Design_Practice_Theory.pdf,41,0.85,ArchPattern
